Index	Name
DescElemSyn	Bonus to Elemental Damage per Level
DescPaganism	Bonus to Energy: 
DescSynRes	Bonus to All Resistances per Level
DescVelSyn	Bonus to Walk/Run Speed per Level
DescAlcohol	Bonus to Vitality: 
DescBenecast	\yellow;can be cast on other units
DescChanceToEat	Chance to Eat Corpse: 
DescHowlShield	Chance to make Attacker Flee: 
DescDSRaven	Critical Strike Chance: 
DescCurrentSyn	Current Bonus
DescHPBelow	Current Life must be below 
DescBonusDur	Damage Boost Duration: 
DescHexSyn	Damage (Physical) per Level
DescDmgRedSyn	Damage Reduction per Level
DescDRef	Damage Reflection: 
DescRedDmgBarb	Damage Taken increased by 
DescArmorSyn	Defense per Level while Casting
DescDexterity	Dexterity: 
DescFortSyn	Doubles Number of Arrows per 6 Levels
DescSucks	Drains 
DescSuckAll	Drains 100 percent Life in 
DescDrainsAllLife	Drains All Life
DescDurBonus	Duration Bonus: 
DescInsaneSyn	Effect Duration +0.2 seconds per Level
DescHealBonusDur	Effect Duration when Target is Killed: 
DescElemSpell	Elemental Spell Damage: 
DescEmits	Emits 
DescEnergy	Energy: 
DescToGold	Extra Gold from Monsters: 
DescFanatIAS	Fanaticism Attack Rate Bonus :
DescFanatDmg	Fanaticism Damage Bonus: 
DescFeedback	Feedback Damage: 
DescSelfDmg	Fire Damage to Self: 
DescSpectral	Fire, Cold and Lightning Damages: 
DescFor	for 5 seconds After Casting
DescSuntSkFreeze	Freeze Attacker 
DescTimeBomb	Length of Fuse: 
DescHits	Hits 
DescMultiHits	Hits Multiple Times
DescSuperRadius	Increased Nova Radius
DescShadowAvSyn	Increases Nova Attack Rate every 3 Levels
DescItemSkill	\blue;item granted skill
DescSteals	Leeches 
DescLevelSyn	Maximum Natural Skill Level per Level
DescLifeDrained	Life Cost: 
DescLifeDrain	Life Drained per Level
DescLifePerBody	Life Healed per Corpse: 
DescPainful	Life if Summoned After Being Struck: 
DescLifeSyn	Life per Level
DescPainless	Life: 
DescAStoSS	Makes this skill work! (only when Arcane Strike is active)
DescManaPerBody	Mana Healed per Corpse: 
DescMaxLevel	Maximum Natural Skill Level: 
DescMinRange	Minimum Range: 
DescThornsToM	Minion Damage Reflection: 
DescSpeed	Movement Speed Increased By 
DescVelocity	Movement Speed Penalty: 
DescPctNoS	percent
DescPctDur	percent bonus to Duration (only when Arcane Strike is active)
DescDmgALL	Physical and Elemental Damage: 
DescDamageReduc	Physical Damage Reduction: 
DescPDurSyn	Poison Duration per Level
DescRegenAll	Regenerates 100 percent Life in 
DescUntilStruck	Regeneration Stops when Struck in Combat
DescAsnHeal	Returns 
DescShadowsNr	Shadows: 
DescShoots	Shoots 
DescTimerReduced	Skill Timer Reduced By 
DescDelay	Spell Timer: 
DescDelayZ	Spell Timer: 
DescTrapDur	Spike Duration: 
DescStrength	Strength: 
DescTgtDmg	Target Damage: 
DescTgtElem	Target Elemental Damages: 
DescTargetComp	Target Seek Range: 
DescAoWSyn	Target Seek Range +1.3 yards per Level
DescContest2	Thanks to SilverShadowHell for this skill
DescSynRes2	to All Resistances per Level
DescLRSyn	to Light Radius per Level
DescACBonus	Total Character Defense Bonus: 
DescTransfers	Transfers 
DescTrapDur2	Trap Duration: 
DescUpTo	Up to 
DescVitality	Vitality: 
DescLegionWidth	Wall Width: 
DescTimesWeapn	x Weapon Damage
ItemstatsPot1	Regenerates 100% Life in 10 seconds
ItemstatsPot2	Regenerates 100% Life in 9 seconds
ItemstatsPot3	Regenerates 100% Life in 8 seconds
ItemstatsPot4	Regenerates 100% Life in 7 seconds
ItemstatsPot5	Regenerates 100% Life in 6 seconds
ItemstatsMP1	Mana Regeneration +50% for 10 seconds
ItemstatsMP2	Mana Regeneration +75% for 9 seconds
ItemstatsMP3	Mana Regeneration +100% for 8 seconds
ItemstatsMP4	Mana Regeneration +125% for 7 seconds
ItemstatsMP5	Mana Regeneration +150% for 6 seconds
ItemStatsrejuvn1	Regenerates Life and Mana over 8 seconds
ItemStatsrejuvn2	The Big One!
fu1	Potion of Stars
fu2	Potion of Power
PotionStarsDesc	Drink to gain 5 attribute points
PotionPowerDesc	Drink to gain 1 skill point
Aerin Nexus	Aerin Nexus
Aerin Orbiter	Aerin Orbiter
Akarat's Crucifix	Akarat's Crucifix
Akarat's Teaching	Akarat's Teaching
Akarat's Trek	Akarat's Trek
Al Nair	Al Nair
Alma Divina	Alma Divina
Amulet of Yendor	Amulet of Yendor
Anthem De Frost	Anthem De Frost
Archon's Wrath	Archon's Wrath
Arreat's Champion	Arreat's Champion
Arreat's Heart	Arreat's Heart
Ashenwind	Ashenwind
Augur's Pelt	Augur's Pelt
Aurumvorax	Aurumvorax
Banner of Steel	Banner of Steel
Banshee's Chase	Banshee's Chase
Banshee's Scream	Banshee's Scream
Bone Gasher	Bone Gasher
Boneclasp	Boneclasp
Bounty Hunter	Bounty Hunter
Brainburst	Brainburst
Brainstorm	Brainstorm
Branch of AM Splinters	Branch of a Million Splinters
Bul Kathos' Reign	Bul Kathos' Reign
Bul Kathos' Throne	Bul Kathos' Throne
Bul Kathos' Voice	Bul Kathos' Voice
Bull's Eye	Bullseye
Buriza-Do Tsuru	Buriza-Do Tsuru
Candlewake	Candlewake
Chalice of Horrors	Chalice of Horrors
Cheetah's Strike	Cheetah's Strike
Cinadide's Wings	Cinadide's Wings
Codex Umbrae	Codex Umbrae
Coldworm's Thorax	Coldworm's Thorax
Copperhead	Copperhead
Crystalshroud	Crystalshroud
Dark Star	Dark Star
Darkhammer	Darkhammer
Darkhunter	Darkhunter
Darkspite	Darkspite
Death Spur	Death Spur
Deathgaze	Deathgaze
Death's Bellringer	Death's Bellringer
Death's Vessel	Death's Vessel
Demonsong	Demonsong
Destroying Angel	Destroying Angel
Destruction's Wake	Destruction's Wake
Dire Chain	Dire Chain
Divinus	Divinus
Doom Gong	Doom Gong
Dragon Tail	Dragon Tail
Dragonblood	Dragonblood
Dragon's Breach	Dragon's Breach
Drake Cigar	Drake Cigar
Dreamflange	Dreamflange
Drow Valor	Drow Valor
Dusk Shard	Dusk Shard
Eagle Spirit	Eagle Spirit
Earth Rouser	Earth Rouser
Earthbind	Earthbind
Elephant Skin	Elephant Skin
Emberstorm	Emberstorm
Eos Caecans	Eos Caecans
Everchase	Everchase
Eye of Rah	Eye of Rah
Fangchain	Fangchain
Finger of Death	Finger of Death
Flesh Trap	Flesh Trap
Fleshdoom	Fleshdoom
Flowerspring	Flowerspring
Frostneedle	Frostneedle
Fulgur Dei	Fulgur Dei
Gheed's Noggin	Gheed's Noggin
Gheed's Pigsticker	Gheed's Pigsticker
Gheed's Wealth	Gheed's Wealth
Ghost Anchor	Ghost Anchor
Gleamsong	Gleamsong
Glitterclash	Glitterclash
Gnomish Telescope	Gnomish Telescope
Goldenrod	Goldenrod
Goldtouch	Goldtouch
Goreclaw	Goreclaw
Goredrill	Goredrill
Goreshifter	Goreshifter
Gotterdammerung	Gotterdammerung
Grail of Souls	Grail of Souls
Grimspike	Grimspike
Griswold's Revenge	Griswold's Revenge
Groundswell	Groundswell
Gryphon's Claw	Gryphon's Claw
Guide Star	Guide Star
Hammerfist	Hammerfist
Hand of Karcheus	Hand of Karcheus
Hangman	Hangman (1)
Harp of Vengeance	Harp of Vengeance
Harpy's Strike	Harpy's Strike
Heart of Darkness	Heart of Darkness
Heaven's Gate	Heaven's Gate
Hellduster	Hellduster
Hellscourge	Hellscourge
Hexentanz	Hexentanz
Hratli's Craft	Hratli's Craft
Hunter's Trophy	Hunter's Trophy
Huo Zhi Wang	Huo Zhi Wang
Hypnodisk	Hypnodisk
Icebird	Icebird
Icetomb	Icetomb
Icon of Ghrab Thaar	Icon of Ghrab Thaar
Infernolash	Infernolash
Ironhood	Ironhood
Jalal's Claw	Jalal's Claw
Jalal's Communion	Jalal's Communion
Jewel of Madness	Jewel of Madness
Joel's Falcon	Joel's Falcon
Kashya's Ambush	Kashya's Ambush
Kasin Crest	Kasin Crest
Khalim's Prayer Beads	Khalim's Prayer Beads
Khalim's Pride	Khalim's Pride
Khalim's Robe	Khalim's Robe
Khalim's Stigmata	Khalim's Stigmata
King Albrecht's Wisdom	King Albrecht's Wisdom
Kingsblood	Kingsblood
Koth's Lesson	Koth's Lesson
Lachdanan's Will	Lachdanan's Will
Lavafrost	Lavafrost
Lavamaul	Lavamaul
Lavasurge	Lavasurge
Lazarus' Fall	Lazarus' Fall
Leaper's Carapace	Leaper's Carapace
Leoric's Iron Fist	Leoric's Iron Fist
Lex Ferarum	Lex Ferarum
Lightforge	Lightforge
Light's Widow	Light's Widow
Lionpaw	Lionpaw
Lorekeeper	Lorekeeper
Lumen Arcana	Lumen Arcana
Lychnus Lyaei	Lychnus Lyaei
Manashard	Manashard
Manatide	Manatide
Mark of Cain	Mark of Cain
Mermaid's Song	Mermaid's Song
Meshif's Iron Parrot	Meshif's Iron Parrot
Mind Flayer	Mind Flayer
Mindcry	Mindcry
Mindmaze	Mindmaze
Moonbender's Wing	Moonbender's Wing
Moonscythe	The Silent Judge
Nemesis	Nemesis
Nimmenjuushin	Nimmenjuushin
Nor Tiraj's Wisdom	Nor Tiraj's Wisdom
Ormus' Focus	Ormus' Focus
Phantasmal Killer	Phantasmal Killer
The Philosophers Stone	Philosopher's Stone
Plague Caster	Plague Caster
Plaguemourn	Plaguemourn
Prison of Souls	Prison of Souls
Quietus	Quietus
Quill Rat's Sting	Quill Rat's Sting
Rabbit's Foot	Rabbit's Foot
Rageforge	Rageforge
Rainbowlash	Rainbowlash
Ramhorn	Ramhorn
Raven Eye	Raven Eye
Ravencage	Ravencage
Razorbeak	Razorbeak
Razordisk	Razordisk
Razorspine	Razorspine
Ribbon of Light	Ribbon of Light
Ring of Disengagement	Ring of Disengagement (1)
Ripstar	Ripstar (1)
Robe of Leaves	Robe of Leaves
Robe of Steel	Robe of Steel
Royal Circlet	Royal Circlet
Rune Breaker	Rune Breaker
Runeflesh	Runeflesh
Runeward	Runeward
Ryuuseiu Kyanon	Ryuuseiu Kyanon
Sankekur's Aura	Sankekur's Aura
Sankekur's Dogma	Sankekur's Dogma
Sea Summoner	Sea Summoner
Seraph Wing	Seraph Wing
Serpent Angel	Serpent Angel
Serpent Lock	Serpent Lock
Shadowclaw	Shadowclaw
Shadowhymn	Shadowhymn
Shadowspite	Shadowspite
Shield of a Th Stars	Shield of a Thousand Stars
Sigil of Astra	Sigil of Astra
Silverstrike	Silverstrike
Sinewstring	Sinewstring
Skullbat	Skullbat
Skullgrin	Skullgrin
Skullhammer	Skullhammer
Slippers of Yaerius	Slippers of Yaerius
Snakebite	Snakebite
Snowhammer	Snowhammer
Soot Chimney	Soot Chimney
Soul Shard	Soul Shard
Spikeblaster	Spikeblaster
Spikeskull	Spikeskull
Spirit Walker	Spirit Walker
Staff of Roses	Staff of Roses
Standard of Sescheron	Standard of Sescheron
Steelsnare	Steelsnare
Stone of the Skatsim	Stone of the Skatsim
Storm Crow	Storm Crow
Stormsurge	Stormsurge
Stormsweeper	Stormsweeper
Stormsweeper	Stormsweeper
Stranglevine	Stranglevine
Sunbearer	Sunbearer
Sundance	Sundance
Tailchaser	Tailchaser
Tennousuuhai	Tennousuuhai
Terrorcane	Terrorcane
Asteroid Belt	The Asteroid Belt
The Barracuda	The Barracuda
The Black Dame	The Black Dame
The Butcher's Wrath	The Butcher's Wrath
The Carnivore	The Carnivore
The Celestial Dome	The Celestial Dome
The Defiler	The Defiler
The Dreamcatcher	The Dreamcatcher (1)
The Endless Loop	The Endless Loop
The Evil Eye	The Evil Eye
The Foculus	The Foculus
The Grizzly	The Grizzly
The Harbinger	The Harbinger
The Hunter	The Hunter
The Idolator	The Idolator
The Mangler	The Mangler
The One Ring	The One Ring
The Raven	The Raven
The Reconciler	The Reconciler
The Rift Bow	The Rift Bow
The Shaman	The Shaman
The Sightless Eye	The Sightless Eye
The Silent Judge	Moonscythe
The Skeleton Key	The Skeleton Key
The Stalagmite	The Stalagmite
The Wanderer's Hood	The Wanderer's Hood
The War Cloak	The War Cloak
The Wasp	The Wasp
The Watchtower	The Watchtower
The Wood Corruptor	The Wood Corruptor
Thinking Cap	Thinking Cap
Thornbranch	Thornbranch
Thorncaster	Thorncaster
Thread of Life	Thread of Life
Throatclasp	Throatclasp
Throatseeker	Throatseeker
Thunderbellow	Thunderbellow
Thunderclap	Thunderclap
Thunderpunch	Thunderpunch
Toesie Warmer	Toesie Warmer
Tome of Power	Tome of Power
Torn Flesh of Gods	Torn Flesh of Gods
Trang-Oul's Breath	Trang-Oul's Breath
Trang-Oul's Relic	Trang-Oul's Relic
Trick Gambit	Trick Gambit
Vinewall	Vinewall
Vizjerei's Folly	Vizjerei's Folly
Wererat's Bite	Wererat's Bite
Wheel of Fortune	Wheel of Fortune
Whittlebone	Whittlebone
Will of Zakarum	Will of Zakarum
Windsmite	Windsmite
Windwall	Windwall
Witch Drum	Witch Drum
Worldstone Shard	Worldstone Shard
Wraithverge	Wraithverge
Yu Tak's Dance	Yu Tak's Dance
Zakarum's Legacy	Zakarum's Legacy
Zerae's Fury	Zerae's Fury
zen	modsbylaz.planetdiablo.gamespy.com\nMedian 2008 v1.57
Angel	Angel
Anniversary	(Median 2 - 1 year)\nAnniversary
Abaddon	Abaddon
Abyss	Abyss
Air	Air
Alchemy	Alchemy
Archon	Archon
Augur	Augur
Avatar	Avatar
Balance	Balance
Bane	Bane
Banshee	Banshee
Bear	Bear
Beauty	Beauty
BlackCat	Black Cat
Blaze	Blaze
Bloom	Bloom
Boulder	Boulder
Brain	Brain
Brimstone	Brimstone
Brute	Brute
Bull	Bull
Caduceus	Caduceus
Cannonball	Cannonball
Carnage	Carnage
Cauldron	Cauldron
Chain	Chain
Cheetah	Cheetah
Chill	Chill
Clairvoyance	Clairvoyance
Clash	Clash
Claw	Claw
Cloud	Cloud
Coil	Coil
Compassion	Compassion
Copperhead	Copperhead
Courage	Courage
Crusade	Crusade
Curse	Curse
DancingFlame	Dancing Flame
Dawn	Dawn
DeathMarch	Death March
Decay	Decay
Demon	Demon
Despair	Despair
Devotion	Devotion
Dictator	Dictator
Dogma	Dogma
Dragonheart	Dragonheart
Dreadlord	Dreadlord
Dusk	Dusk
Eagle	Eagle
Earthquake	Earthquake
Echo	Echo
Eidolon	Eidolon
Elder	Elder
Elegance	Elegance
Elf	Elf
Energy	Energy
Fae	Fae
FairyTale	Fairy Tale
Feast	Feast
Firework	Firework
Flake	Flake
Forge	Forge
Fountain	Fountain
Freedom	Freedom
Frenzy	Frenzy
Galaxy	Galaxy
Geas	Geas
Ghost	Ghost
Ghoul	Ghoul
Glow	Glow
Goddess	Goddess
Grace	Grace
Grandeur	Grandeur
Halo	Halo
Hymn	Hymn
Hypnodisk	Hypnodisk
Hadad	Hadad
Hate	Hate
Hive	Hive
Hog	Hog
Horror	Horror
Icarus	Icarus
Icebird	Icebird
Jester	Jester
Jinx	Jinx
Joker	Joker
Judas	Judas
Justice	Justice
Kali	Kali
Karma	Karma
Kestrel	Kestrel
Kingblood	King's Blood
Lion	Lion
Lionpaw	Lionpaw
Legend	Legend
Legion	Legion
Lich	Lich
LumenArcana	Lumen Arcana
Lunacy	Lunacy
Madness	Madness
Maelstrom	Maelstrom
Majesty	Majesty
Manitou	Manitou
MarkOfCain	Mark of Cain
Mercy	Mercy
Mirage	Mirage
Mirror	Mirror
Mirth	Mirth
Moon	Moon
Moonlight	Moonlight
Mosquito	Mosquito
Mourning	Mourning
Mystery	Mystery
Nahual	Nahual
Nirvana	Nirvana
NorthernLight	Northern Light
Oblivion	Oblivion
Orc	Orc
Pain	Pain
PaxMystica	Pax Mystica
Perdition	Perdition
Pillow	Pillow
Plight	Plight
Phantom	Phantom
Power	Power
Prayer	Prayer
Prodigy	Prodigy
Prophecy	Prophecy
Prince	Prince
PulsaDinura	Pulsa Dinura
Rage	Rage
Ragnarok	Ragnarok
Rainbow	Rainbow
Rampage	Rampage
Rampart	Rampart
Reaper	Reaper
Rebel	Rebel
Royalty	Royalty
Rune	Rune
Sacrifice	Sacrifice
Samhain	Samhain
SatanasRuber	Satanas Ruber
Scorpion	Scorpion
Scream	Scream
Seduction	Seduction
Seid	Seid
Seraph	Seraph
Servitude	Servitude
Shadow	Shadow
Shaman	Shaman
Shame	Shame
Shivers	Shivers
Shockwave	Shockwave
SightlessEye	Sightless Eye
Sinew	Sinew
Skald	Skald
Skull	Skull
Snail	Snail
Snake	Snake
Snowstorm	Snowstorm
Space	Space
Spine	Spine
Spiral	Spiral
Stampede	Stampede
Star	Star
StrengthOfOne	Strength of One
Summanus	Summanus
Summit	Summit
Sun	Sun
Sundance	Sundance
Surf	Surf
Tempest	Tempest
Terror	Terror
ThousandStars	Thousand Stars
Throne	Throne
Thundergod	Thundergod
Tide	Tide
Titan	Titan
Tornado	Tornado
Torrent	Torrent
Totem	Totem
Tragedy	Tragedy
Turtle	Turtle
Twister	Twister
Tyranny	Tyranny
Unity	Unity
Vengeance	Vengeance
Vertigo	Vertigo
Void	Void
Vulture	Vulture
WallOfFire	Wall of Fire
Wasp	Wasp
Wardance	Wardance
Wardrum	Wardrum
Warpath	Warpath
Weird	Weird
Willpower	Willpower
World	World
Worship	Worship
Youth	Youth
Zeal	Zeal
Zeppelin	Zeppelin
eo4	\dgreen;Spirit of Corruption
eo6	\dgreen;Spirit of Celerity
PotDivDesc	Casts a Level 1 Unholy Armor spell on the user
PotCelDesc	Casts a Level 1 Celerity spell on the user
eo7	\red;Elixir of Fire
eo8	\red;Elixir of Cold
eo9	\red;Elixir of Lightning
ey1	\red;Elixir of Poison
ey2	\red;Elixir of Experience
ey3	\red;Elixir of Greed
ey4	\red;Elixir of Wealth
ey5	\red;Elixir of Strength
ey6	\red;Elixir of Dexterity
ey7	\red;Elixir of Energy
ey8	\red;Elixir of Vitality
ey9	\red;Elixir of Adrenaline
et0	\red;Elixir of Elements
et1	\red;Elixir of Concentration
0g0	\red;Elixir of Greater Experience
0g1	\red;Elixir of Greater Greed
0g2	\red;Elixir of Greater Wealth
0g3	\red;Elixir of Greater Strength
0g4	\red;Elixir of Greater Dexterity
0g5	\red;Elixir of Greater Energy
0g6	\red;Elixir of Greater Vitality
0g7	\red;Elixir of Power
0g8	\red;Elixir of Love
PotFirDesc	Fire Spell Damage +50% for 20 seconds
PotColdDesc	Cold Spell Damage +50% for 20 seconds
PotLtngDesc	Lightning Spell Damage +50% for 20 seconds
PotPoisDesc	Poison Spell Damage +50% for 20 seconds
PotExpDesc	+100% Experience for 20 seconds
PotMagDesc	+150% Magic Find for 20 seconds
PotGoldDesc	+300% Gold Find for 20 seconds
PotStrDesc	+40% Strength for 20 seconds
PotDexDesc	+40% Dexterity for 20 seconds
PotEnrDesc	+40% Energy for 20 seconds
PotVitDesc	+40% Vitality for 20 seconds
PotAdrDesc	Cancels Running Skill Timers
PotElemDesc	+4 Skill Levels for 20 seconds
PotConcDesc	Buff/Debuff/Cold Skill Duration +25% for 20 seconds
PotOfExpReloadedDesc	+300% Experience for 20 seconds
PotOfMagReloadedDesc	+350% Magic Find for 20 seconds
PotOfGoldReloadedDesc	+600% Gold Find for 20 seconds
PotOfStrReloadedDesc	+100% Strength for 20 seconds
PotOfDexReloadedDesc	+100% Dexterity for 20 seconds
PotOfEnrReloadedDesc	+100% Energy for 20 seconds
PotOfVitReloadedDesc	+100% Vitality for 20 seconds
PotOfPowerDesc	+2 Skill Levels for 20 seconds
PotOfLoveDesc	-5% Vendor Prices for 20 seconds
Battlerager's Heart	Battlerager's Heart
Battlerager's Skull	Battlerager's Skull
Ranger's Mantle	Ranger's Mantle
Ranger's Slippers	Ranger's Slippers
Cleric's Grace	Cleric's Grace
Cleric's Worship	Cleric's Worship
Berserker's Claw	Berserker's Claw
Berserker's Blood	Berserker's Blood
Berserker's Horns	Berserker's Horns
Hunter's Aim	Hunter's Aim
Hunter's Cloak	Hunter's Cloak
Hunter's Girdle	Hunter's Girdle
Warcaster's Focus	Warcaster's Focus
Warcaster's Battlerobe	Warcaster's Battlerobe
Warcaster's Crown	Warcaster's Crown
Wirt's Sticky Fingers	Wirt's Sticky Fingers
Wirt's Disguise	Wirt's Disguise
Wirt's Pigsticker	Wirt's Pigsticker
Bear's Hide	Bear's Hide
Eagle's Talon	Eagle's Talon
Lion's Tooth	Lion's Tooth
Well of Wonders	Well of Wonders
Spring of Miracles	Spring of Miracles
Fountain of Dreams	Fountain of Dreams
Fool's Jest	Fool's Jest
Fool's Best	Fool's Best
Fool's Test	Fool's Test
Fool's Zest	Fool's Zest
Nature's Hide	Nature's Hide
Nature's Sting	Nature's Sting
Nature's Talon	Nature's Talon
Nature's Grasp	Nature's Grasp
Heaven In Sight	Heaven In Sight
Till We Have	Till We Have
Through Death's Veil	Through Death's Veil
Lend Me Thy Light	Lend Me Thy Light
Sankekur's Sacred Robe	Sankekur's Sacred Robe
Sankekur's Halo	Sankekur's Halo
Sankekur's Stigmata	Sankekur's Stigmata
Sankekur's Sky Hammer	Sankekur's Sky Hammer
Zerae's Winged Feet	Zerae's Winged Feet
Zerae's Mantle	Zerae's Mantle
Zerae's Laugh	Zerae's Laugh
Zerae's Thunderbolt	Zerae's Thunderbolt
Rathma's Curse	Rathma's Curse
Rathma's Idol	Rathma's Idol
Rathma's Shroud	Rathma's Shroud
Rathma's Flayer	Rathma's Flayer
Leoric's Cape	Leoric's Cape
Leoric's Aura	Leoric's Aura
Leoric's Banner	Leoric's Banner
Leoric's Spurs	Leoric's Spurs
Leoric's Clarion	Leoric's Clarion
Celestia's Dance	Celestia's Dance
Celestia's Ribbon	Celestia's Ribbon
Celestia's Wings	Celestia's Wings
Celestia's Crown	Celestia's Crown
Celestia's Passion	Celestia's Passion
Hadriel's Radiance	Hadriel's Radiance
Hadriel's Compassion	Hadriel's Compassion
Hadriel's Beauty	Hadriel's Beauty
Hadriel's Triumph	Hadriel's Triumph
Hadriel's Wrath	Hadriel's Wrath
Battlerager's Fury	(Tier 1 Melee Set - contains no weapon)\nBattlerager's Fury
Ranger's Song	(Tier 1 Archer Set - contains no weapon)\nRanger's Song
Cleric's Light	(Tier 1 Caster Set - contains no weapon)\nCleric's Light
